,logS,SMILES
5861,-6.8485,CC(C)c1cc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc(c1)c4ccccc4
5516,0.1956,Nc1c(cc(Nc2ccc(c(Nc3nc(Cl)nc(Cl)n3)c2)[S](O)(=O)=O)c4C(=O)c5ccccc5C(=O)c14)[S](O)(=O)=O
6235,-7.76,Clc1cccc(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl
7107,-2.5843,COc1cnc(N[S](=O)(=O)c2ccc(N)cc2)nc1
8877,-3.98,c1ccc2Sc3ccc(C(#N))cc3N(CCCN4CCC(O)CC4)c2c1
8727,0.52,O=C(CC)C
888,-3.0466584175,CCCCC/C(C=O)=C/c1ccccc1
4840,-1.3301,CC(C)C[C@H](NC(C)=O)C(O)=O
6433,-0.5918,CCC(NC=O)C(O)=O
7273,-3.6,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
5999,0.0203,CCC1(C)OC(=O)NC1=O
2441,0.2356352551,[Na+].[Na+].[O-][Si]([O-])=O
2649,0.6074112618999999,[Rh+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
1364,0.9361608079,O=C1NC2CC1C=C2
9485,-3.89,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(O3)[N+](=O)[O-]
6366,-0.8471,OC(=O)COC1CCCC1
8497,-1.57,N[S](=O)(=O)C1=CC=C(NC2=NC(=NC=C2)N[S](=O)(=O)C3=C(F)C(=C(F)C(=C3F)F)F)C=C1
8562,-1.3430000000000002,NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O
794,-1.8076460763,O=C1NC(=O)NC(=O)N1
6982,-1.5124,CCO[P](=O)(OCC)SC[S](=O)CC
1161,-5.647161854,O=C(Nc1cccc2C(=O)c3c4[nH]c5c(cc(NC(=O)c6ccccc6)c7C(=O)c8ccccc8C(=O)c57)c4ccc3C(=O)c12)c9ccccc9
768,-4.0127821042,CC(C)(C)c1cc(CO)cc(c1O)C(C)(C)C
8529,-4.63,CCO[P](=S)(OCC)O\N=C(C#N)\c1ccccc1
7964,-4.35,CC(CCC(O)=O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C
5919,-3.9598,Cc1ccc2c(ccc(O)c2n1)[N+]([O-])=O
6860,-8.4206,Clc1cccc(c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl
8661,-4.093999999999999,CCCCCCCC#C
3600,-6.0423843487,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[S](F)(=O)=O
4103,-5.6768,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC
7619,-1.81,CC(=O)OCN1C=C(F)C(=O)N(COC(C)=O)C1=O
140,-3.2972120668,CC(C)=CCC\C(C)=C\C=C\C(C)=O
8988,-0.98,CC1=CC(OC2=CC=CC=N2)=NN1C
4005,-2.1204,Sc1ccccc1
8927,-2.63,c12ccccc1nccc2C(O)C3N(C4)CCC(C4CC)C3
5049,-5.3968,ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
3919,-2.337,CC1=CC[C@@H](CC1)C(C)(C)O
1336,-8.9978390846,CCCCCCCCCCCCCCCCCC(=O)OC
9875,-12.95,ClC1=C(Cl)C(Cl)=C(OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl
7241,-2.39,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
5297,-1.425,NN[P](=S)(NN)c1ccccc1
1620,-7.1238862525,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCC\C=C\CCCCCCCC
6301,-3.534,COC(=O)c1ccccc1C[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2
4866,-0.3463,CC[C@@H]1CCCCN1
1187,-5.567720212,CCCCCCCC/C=C/CCCCCCCC(=O)N(CCO)CCO
9396,-1.9,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1CCCCN1
2804,-2.1307281267,CCC(C)C\C(CC)=N\O
5177,-5.1241,OCCN(Cc1ccc(Oc2ccc(cc2)[N+]([O-])=O)cc1)C(=O)C(Cl)Cl
5541,-0.0719,CCOCCC(=O)OC
4667,-3.662,CCCCCCC#C
8938,-3.07,C1=CC=C(C2=NC3N=CN=CC3=N2)C=C1
2026,0.4388612161999999,[Ca++].N[S]([O-])(=O)=O.N[S]([O-])(=O)=O
3060,0.41483097,[Br-].CCCC[P+](CCCC)(CCCC)CCCC
8670,-1.843,OCC(O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl
4628,-0.2046,CC(COC(C)=O)OC(C)=O
6414,-2.0911,CC(C)C1(C)N=C(NC1=O)c2ncc(C)cc2C(O)=O
9642,-3.96,BrC1=CC=CC(NC2=NC=NC3=CC4=C(C=NN4)C=C32)=C1
8837,-5.64,ClC1=C(Cl)C(Cl)(C2(Cl)Cl)C3CC=CC3C12Cl
1067,-2.7224387153,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3cc(O)c4C(=O)C[C@H](Oc4c3)c5ccc(O)cc5)[C@H](O)[C@H](O)[C@H]1O
2413,-0.7048960629000001,OC1(CCCCC1)C#C
4353,-2.1562,CCC1(N2CCCCC2)C(=O)NC(=O)NC1=O
7178,-3.151,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1
5839,-1.0197,CCC1=CNC(=O)N=C1N
6690,-1.1999,Cc1ccc(CO)cc1
8086,-0.71,OCC1OC(CC1O)N2C=C(C(=O)NC2=O)C(F)(F)F
7152,-4.5526,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
5672,-0.4471,BrC1=CN=CNC1=O
4730,1.1423,O=CC1CO1
67,-1.0042604536,CCc1ccc(C)nc1
9456,-0.44,O=S(=O)(N1CCCC1)N1CCCC1
6143,-2.2373,CCNC(=O)COC(=O)c1ccccc1
8825,-1.28,c1ccc(N)cc1C(=O)C
4000,-2.8997,CC1OC(C)OC(C)OC(C)O1
4451,-0.9895,CN1C(=O)C=C(N)N(CC(C)=C)C1=O
3918,-1.9197,CC(C)(C)c1ccc(O)c(O)c1
7193,-1.0289,CCC(Cl)(CC)C(N)=O
6329,-3.6391,CC(C)C12CCC(C)(O1)C(C2)OCc3ccccc3C
5838,-1.1494,NC(C(O)C(O)=O)C(N)=O
125,-6.9290130346000005,COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)[N+]([O-])=O
1408,-6.654998170599999,CCCCC(CC)COC(=O)CSCC(=O)OCC(CC)CCCC
2777,-2.2430987475,CCOC(=O)N[S](=O)(=O)c1ccc(C)cc1
4783,-0.6813,C[P](O)(O)=O
5413,-0.3861,N[C@@H](CO)C(O)=O
8147,-2.75,NC1=CC2=C(C=C1)C(=CC=C2)[S](O)(=O)=O
7284,-3.0,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2
9152,-2.83,O=C(O)C(OC1=C(Cl)C=CC=C1)OC1=C(Cl)C=CC=C1
4255,-3.0961,FC(F)(F)C(F)(Cl)Cl
5882,-5.774,CCO[P](=O)(Oc1ccc(Cl)cc1Cl)Oc2ccc(Cl)cc2Cl
200,-4.6725029066,O[S](=O)(=O)c1cccc2cc(Nc3ccccc3)cc(Nc4ccccc4)c12
8579,-4.948,C/C=C(c1ccc(O)cc1)/C(=C/C)c2ccc(O)cc2
363,0.9578400994,NC(N)=O
2188,0.6123418909,Oc1ccccc1O
5673,-1.2319,OC1=C(C#N)C(=O)C=C(Cl)N1
1639,-6.709998828,CCCCCCCCOC(=O)CCCCCCC
9451,-2.63,CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
4264,-1.945,C[C@H]1C[C@H]2OC(=O)[C@@H](C)[C@H]2[C@H](O)C3=C(C)C(=O)C[C@H]13
3537,-8.3082430527,COc1ccc(N=NC(C(C)=O)C(=O)Nc2ccccc2OC)c(c1)[N+]([O-])=O
1068,-2.2740087187,[Sn++].[O-]C(=O)C([O-])=O
943,-4.1541956574,COC(=O)C1CC(=O)C(CC1=O)C(=O)OC
6992,-4.1267,Nc1ccc(cc1)[S](=O)(=O)c2ccc(Cl)cc2
3154,0.3327787326,NCCNCCNCCNCCNCCN
4979,-5.7963,Clc1cccc2cccc(Cl)c12
6651,-2.503,Cc1cc(Cl)ccc1OCC(O)=O
4951,-0.2311,CC(=C)C1CCC(C)(O)C(O)C1
1197,-5.7351471063,[Ba++].Cc1ccc(N\N=C\2C(=O)C(=Cc3ccccc23)C([O-])=O)c(c1)[S]([O-])(=O)=O
981,-3.0130118711,CCCCCCCCCO
190,-1.4593774078,CCCCCCCCCCCCOCCO
1192,-5.8357203688,CCCCC(Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)(C(=O)OC2CC(C)(C)N(C)C(C)(C)C2)C(=O)OC3CC(C)(C)N(C)C(C)(C)C3
9855,-3.535,C2c1ccccc1N(CCF)C(=O)c3ccccc23 
3740,-4.6271,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
424,-0.4595508588,COC(=O)c1cccnc1
6031,-1.5656,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)Cl)c3ccccc3
8850,-2.34,CNC(=O)Oc1cccc(N=CN(C)C)c1
3503,-5.4514607628,[Ca++].CC(=O)C(N=Nc1ccc(cc1[N+]([O-])=O)[S]([O-])(=O)=O)C(=O)Nc2ccccc2Cl
4869,-0.7937,CCN(CC)C(=O)CCC(O)=O
4112,0.322,[Cl-].OC[P+](CO)(CO)CO
5585,0.0767,OC(=O)CC(Cl)C(O)=O
6035,-1.8145,CCCCC(=O)NCCNC(=O)CCCC
5405,-3.0467,CC(C)(C)OC(=O)c1cccc(c1C([O-])=O)[N+]([O-])=O
1864,-3.0742274262,[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O
4772,-2.6422,Oc1c(Cl)ccc(Cl)c1Cl
7709,-3.2,CC1=CC(=NC(=N1)NN=C(C)C2=CC=CC=C2C)C
6125,-5.5375,Cc1c(Cl)cc(cc1Cl)C2=NNC(=O)C=C2
8784,-3.08,O=C(Nc(ccc(c1)Br)c1)C
6668,-3.5639,OC(=O)c1ccc2ccccc2c1
642,-5.0705134819,Cc1ccc(Nc2cc(C(O)=O)c(Nc3ccc(C)cc3)cc2C(O)=O)cc1
2778,-2.412949573,[Ca++].CCCCCCCCC([O-])=O.CCCCCCCCC([O-])=O
2494,-2.4616735699000003,[Ca++].CCO[P]([O-])(=O)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C.CCO[P]([O-])(=O)Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C
6468,-0.21,CCNC(C)CC
6215,-1.0197,OC(=O)C(Br)=C(Br)I
6149,-3.972,CC(=O)OCC(C(OC(C)=O)c1ccccc1)[N+]([O-])=O
880,-3.0091456414,[O-][N+](=O)c1ccc(Cl)cc1Cl
2372,-0.7139217719,O=C1OC(=O)C2CC=CCC12
3121,0.9537303441,[Na+].[O-]CCS
3836,-5.0313,COc1ccc2nccc(C(=O)C3CC4CCN3CC4C=C)c2c1
2771,-2.0452383746,CC\C=C/CC1=C(C)CCC1=O
4567,-3.9417,Cc1ccc(cc1)[S](=O)(=O)Oc2ccccc2C
5710,-2.4809,CCCC(C)O[N+]([O-])=O
412,-2.4918772305,CC(C)[C@@H]1CC[C@@H](C)CC1=O
4121,-2.1112,CCO[P](=O)(OCC)SCCSCC
3598,-7.9318475776,CCCCCCCCCCCC(=O)OCC(C)C
4607,-3.4086,Oc1cc(O)c(cc1[N+]([O-])=O)[N+]([O-])=O
7962,-1.48,CC1=CC=C(C=C1)[S](=O)(=O)NN
7820,-0.6,C\C(Br)=C\C(O)=O
9066,-1.95,CCCS(=O)(=O)C(S(=O)(=O)CCC)S(=O)(=O)CCC
1134,-5.3356859318000005,CC(=C)C1CCC(=CC1)C.CC2=CCC3CC2C3(C)C.CC45CCC(CC4)C(C)(C)O5
7609,-0.52,OCNC(=O)C1=CC=CC=C1
4955,-4.3945,CCCCC(=O)Oc1ccc(cc1)[N+]([O-])=O
5342,-1.5,CC(=O)OCCS
2205,-0.9807588825,[Na].OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(O)=O)c1O
2222,0.2728975009,[H+].[Cl-].OCCNc1ccc2OCOc2c1
4878,-0.5916,CC(NC(N)=O)NC(N)=O
1970,0.4865525209,[Na+].[Na+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O
9056,-4.48,COC1=CC2=C(C=C1)C1=C(N2)C(C)=NC=C1
9346,-2.3,NC1=NC2=C(N=CN2C2C=CC(CO)C2)C(O)=N1
3240,0.8378838589000001,CN(CCCN)CCCN
4441,-2.4809,CC(C)CCO[N+]([O-])=O
509,-0.4396098786999999,Nc1ccccc1N
7145,-0.1726,CCOCOCC
60,-1.6471414632,CC1CC(=O)CC(C)(C)C1
1074,-2.2613132646,CC(=C)C(=O)OCCOC(=O)C(C)=C
5080,-2.4412,NC(N)=Nc1sc2ccccc2n1
7128,-1.9572,Nc1ccc(C(O)=O)c(O)c1
1775,-1.4631185388,[Na+].[Na+].[O-][S](=O)(=O)c1cccc2c(cccc12)N=Nc3ccc(N=Nc4ccc(Nc5ccccc5)c6c4cccc6[S]([O-])(=O)=O)c7ccccc37
5982,0.6087,OC(=O)c1ccc(c(c1)C(O)=O)[S](O)(=O)=O
8316,-3.31,CN1C(=O)N(C)C2=C([N](C)C(=N2)C3=CC=CC=C3)C1=O
5260,-0.9301,OC(=O)CCSSCCC(O)=O
7373,-4.96,OC(=O)C1=CC=CC=C1NC2=CC=CC=C2
8092,-3.48,CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO
4636,-0.9307,CC(C)CC(C)(C)O
6153,-4.6947,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1
8506,-5.18,CC(C)C1=C(Br)C(=C(C)C=C1C2(O[S](=O)(=O)C3=C2C=CC=C3)C4=CC(=C(O)C(=C4C(C)C)Br)C)O
121,-6.183335848,c1ccc(cc1)c2ccc(cc2)c3ccccc3
7087,-3.2169,[O-][N+](=O)c1sc(nc1)N2CCNC2=O
6133,-1.2082,CCCN1C(=O)N(C)c2ncn(C)c2C1=O
8042,-5.25,ClC1=CC(=CC(=C1)C2(CO2)CC(Cl)(Cl)Cl)Cl
4252,1.1934,OCCF
6696,-2.1019,OCc1c(Cl)cccc1Cl
6331,-1.0071,OC(=O)C(Br)=C(Cl)Br
8846,-2.07,c1ccc2C(O)N3CCC(O)C3=Nc2c1
5128,-2.9512,Oc1ccc(C=O)cc1[N+]([O-])=O
7512,-4.49,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=CC=C2[N+]([O-])=O
7195,-0.951,CN(C(C)=O)c1ccccc1
1059,-3.2659206297,O.O.O.O.O.[Na+].[Na+].[O-][Si]([O-])=O
7210,-0.13,CC(C)(S)C(N)C(O)=O
2881,-2.2331509446,CC=C(C)C
6640,-0.8764,Oc1cccc(Br)c1
1283,-6.6804453214,CN1C(=O)C=C2c3ccccc3C(=O)c4c(Br)ccc1c24
4888,-0.8673,CNC(=O)O\N=C\C(C)(C)[S](C)=O
5032,-1.7557,CCOC(=O)[C@H](Cc1ccccc1)NC(C)=O
6037,0.0523,O=NN1CCCC1=O
9466,-1.22,COC1=C2CCCC3CN(C(=N)N)CC(=C23)C=C1
6867,-1.4001,CC(=O)Nc1ccccc1Cl
2285,-0.653770318,COC(=O)CC(=C)C(=O)OC
8883,-5.24,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C
6038,-0.5912,CC[C@H](C)[C@@H](NC(C)=O)C(O)=O
6700,-2.3345,ICI
503,-4.6928315029,O=C1NC(=O)c2cccc3cccc1c23
4119,-1.9582,OCC(CO)(CO)COCC(CO)(CO)CO
4263,-1.9484,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O
3359,-7.3271136165,CCCCCCCCSCc1cc(C)c(O)c(CSCCCCCCCC)c1
4691,-2.4502,CC(=O)OOC(=O)c1ccccc1
2588,-1.096509119,CCCCC(CC)COCCCN
2125,0.4385265234,CCO[P](=O)(OCC)OCC
196,-4.4139224059,Oc1ccccc1C(=O)OCc2ccccc2
4311,-0.1739,O[C@@H]1C[C@@H](O)[C@H](O)C(O)[C@H]1O
7321,-2.76,OC(=O)C1=CC=C(Cl)C(=C1)[N+]([O-])=O
3649,-9.2047594175,CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC
4504,-2.3478,CCc1cccc(CC)c1N
9481,-5.0,CCOC1=CC(=O)CC(C)C12OC1=C(C2=O)C(OC)=CC(OC)=C1Cl
1926,-0.0790069571,C=CCNCC=C
9596,-0.03,O=C(NC(CO)C(=O)O)C(Cl)Cl
9316,-4.09,CCCCCCOC(=O)C1=CC(Cl)=C(O)C=C1
2104,-0.3214680129,CNC1CCCCC1
8874,-5.54,c1c(OC)cc2c(CC(=O)O)c(C)n(C(=O)C=Cc3ccccc3)c2c1
5220,-2.9644,CCC(CC)(C(O)=O)C(CC)(CC)C(O)=O
9413,-1.15,COC1=CC=C(C(=O)NN)C=C1
5490,-4.4095,CCOC(=O)CCCOc1ccc(Cl)cc1C
9232,-1.89,CC(=O)CC(C)=NC1=CC=C(N=C(C)CC(C)=O)C=C1
7199,-1.91,CC1=CCC(CC1)C(C)(C)O
6270,-5.8729,CCOC(=O)COC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O
6968,-3.8813,CCO[P](=S)(OCC)Oc1cc(C)nc(n1)C(C)C
2154,-1.6240034803,NC1CCC(CC1)CC2CCC(N)CC2
984,-4.2616951793,O=C1CCCCCCCCCCCC(=O)OCCO1
8907,-2.75,CCCCCCCCN
5728,0.1062,CNC(=O)O\N=C(SC)\C(=O)N(C)C
4500,-2.3,COCOC(=O)c1ccccc1O
8801,-5.35,C1C(=O)C=C2C(C)=CC3C4CCC(C(=O)C)(OC(=O)C)C4(C)CCC3C2(C)C1
8950,-2.22,CC1(C)SCC(COC(N)=O)S1
7687,-0.97,CC(=O)OCCOC[N]1C=NC2=C1N=C(N)N=C2
9314,-1.85,CCOC1=CC=C(N(CC)C(N)=O)C=C1
7048,-3.0647,FC(F)(F)Cl
2869,-2.4863755076,CC(=C)C(=O)OC(C)(C)C
6842,-7.7563,Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br
2893,-2.7474051676,Cc1ccc(NCCO)c(c1)[N+]([O-])=O
1241,-5.787142557,CCCCCCCCCCCCCCO
3853,-2.0886,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2
4105,-1.8135,CC(C)CCOC(C)=O
4205,-5.2379,C1c2cccc3ccc4cccc1c4c23
6830,-5.3498,Clc1cccc(c2ccccc2)c1Cl
758,-3.0410647254,[Na+].[Na+].[O-]C(=O)CCCCCCCCC([O-])=O
8099,-2.39,CCC(=O)OCSC1=NC=NC2=C1N=C[NH]2
987,-4.2100961015,CC(CC(=O)OOC(C)(C)C)CC(C)(C)C
562,-6.4511045339,CCCCCCCCCCC(C)CCCCCCCC
6742,-5.052,CCCCCCCC=C
9853,-3.324,CCN2c1ccccc1N(C)C(=O)c3cccnc23 
2653,-0.4861495515,[Cl-].CCCCCCCCCCCCCCCC[n+]1ccccc1
4178,0.4112,[H+].[H+].[Cl-].[Cl-].C1CNCCN1
4552,-1.7603,CC(Cl)(Cl)[N+]([O-])=O
9742,-7.43,Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl 
796,-0.7541456686,Clc1ccccn1
2589,-0.7590833569,CC(C)CC=O
2680,1.0549945152,C1COCCO1
3343,-5.9372904598,CC(C)(O)C(=O)c1ccc(cc1)C2(C)CC(C)(C)c3cc(ccc23)C(=O)C(C)(C)O
8237,-6.96,ClC1=CC(=C(Cl)C(=C1)C2=C(Cl)C(=CC=C2)Cl)Cl
9581,-3.56,CCCCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O
5432,-3.2634,COC(=O)c1cc(Cl)cc(N)c1Cl
7927,-1.9,COC(=O)C1=CC=C(NC(C)=O)C=C1
8655,-5.407,CC12CCC3C(CCC4CC5SC5CC34C)C1CCC2O
9886,-10.66,ClC1=C(Cl)C=C2C(=C1)OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C21
306,-2.6489777217,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O
497,-4.6835903829,COC1CCCCCCCCCCC1
7060,-7.8292,Clc1ccc2Oc3cc(Cl)ccc3Oc2c1
1657,-7.800359899299999,CCCCCCCCCCCCCCCCCC(=O)OC.CCCCCCCCCCCCCCCC(=O)OC.CCCCCCCC\C=C/CCCCCCCC(=O)OC.CCCCC/C=C\C\C=C/CCCCCCCC(=O)OC.CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC
9916,-4.2,COC1=C(Cl)C=C(Cl)C=C1Cl
2855,-2.702803349,C(CNc1cccc2ccccc12)CN3CCOCC3
6271,0.0909,CCOC(CC(C)O)OCC
4142,-2.9101,OC(=O)CCCc1c[nH]c2ccccc12
2620,-1.0915320913,CC(C)(O)C(=O)c1ccccc1
8063,-1.72,OCN1C=NC2=C(C=N[N]2CO)C1=O
16,-2.4660307863,CC(Oc1ccc(Cl)cc1C)C(O)=O
2223,0.6181158071,O=C1OC(=O)C=C1
458,-1.382910122,CCCCCCO
4811,-5.4088,CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1
1561,-6.5170402935,O=C1OC(=Nc2ccccc12)c3ccc(cc3)C4=Nc5ccccc5C(=O)O4
410,-4.9604194489,CCCCCCCCCCCCCCCCCC(O)=O.NCCNCCNCCNCCN
3817,-2.9902,CCC(C)(C)c1ccc(O)cc1
4721,-4.2014,CC(C)O[P](=S)(OC(C)C)SCCN[S](=O)(=O)c1ccccc1
441,-2.738284824,CC(C)COC(=O)c1cc(N)c(Cl)c(N)c1
5866,-0.7353,CNC(=O)O\N=C(\C)C(C)SC
1917,-0.025404461,CCOC(C)=O
5901,-1.6193,ClC(Cl)C(=O)N(CC=C)CC=C
8886,-1.42,c12C(=O)C3=C(O)C4(O)C(=O)C=C(O)C(N(C)C)C4CC3C(O)(C)c1cccc2
6502,-1.564,CCC(CC)(C#N)C(=O)NC(N)=O
9091,-4.96,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=C(C=C3)[N+](=O)[O-]
5540,-1.0216,CN(C)c1ncnc2nccnc12
7214,-0.54,NC(CCC(N)=O)C(O)=O
634,-5.010576791,Cc1cc(C)c(c(C)c1)C(=O)[P](=O)(c2ccccc2)c3ccccc3
8479,-2.7,N[S](=O)(=O)C1=CC=C(NC2=CC=NC(=N2)N[S](=O)(=O)CC3=CC=CC=C3)C=C1
9367,0.02,CC1CN(C(=N)N)C(C)CN1C(=N)N
2996,-4.1161961212,CN(C)C(=S)SSC(=S)N(C)C
439,-3.698734262,CCC(O)COC1CCCCC1C(C)(C)C
88,-0.6229779303,[Na+].CCN(CC)c1ccc([C+](c2ccc(cc2)N(CC)Cc3cccc(c3)[S]([O-])(=O)=O)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O)c(C)c1
6069,-5.4374,CO[P](=S)(OC)Oc1c(Cl)cc(C)cc1Cl
2229,-0.4813817083,CC(N)c1ccccc1
1458,-2.3547996853,CCOC(OCC)\C=C(C)\CCC=C(C)C
9132,-5.09,COC1=CC2=C(C=C1)NC=C2CCNC(C)=O
8337,-4.3,COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCCOC(=O)CN3CCOCC3
8985,-2.2,CC=CCC1(CC=CC)C(=O)NC(=O)NC1=O
2288,-0.461082427,CCCNCCC
4173,-2.2573,O=C1NC(=S)NC=C1
7747,-7.67,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C=C2)Cl)C=C1Cl
5769,-2.3698,CNC(=O)O/N=C/C1(C)SCC(C)S1
8892,-1.32,BrC=CBr
390,-2.4540578458,CC(C)CC(=O)CC(C)C
7818,-0.35,CC(\C=N\O)=N/O
184,-2.3273175561,O=C1C=CC(=O)N1c2ccccc2
4094,-1.7827,CCCOC(=O)c1cc(O)c(O)c(O)c1
3679,0.3597,NC(CS)C(O)=O
8556,-2.205,Oc1ccc2cc(O)ccc2c1
9838,-2.62,CCN2c1ncccc1N(C)C(=O)c3cccnc23 
6053,-6.1799,Clc1ccc(c2ccccc2)c(Cl)c1Cl
5275,-2.5365,O=[S](=O)(N1CCCCC1)c2ccccc2
2816,-2.1899589144,CC(C)(C)c1ccccc1O
726,-2.8232791914,[Zr+4].CCC([O-])=O
7459,-4.86,OC(=O)CC1=CC=CC=C1OC2=C(Cl)C=C(Cl)C=C2
9580,-2.96,CCCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O
3859,-0.9549,CC(=O)c1sccc1
6462,-2.7321,CC(C)NC(=O)COC(=O)c1ccccc1
4975,0.9435,CC(O)C(N)=O
7554,-4.37,COC1=CC2=C(SC3=C(C=CC=C3)N2CC(C)CN(C)C)C=C1
8252,-7.83,ClC1=CC(=C(Cl)C(=C1)Cl)OC2=CC=C(Cl)C(=C2)Cl
8718,-1.11,OCC(CCC)C
5034,-1.4391,CCCC(C)(C)CO
6645,0.9277,OC(=O)CCl
4127,-2.9501,Nc1ccc(cc1)[S](=O)(=O)NC(=O)c2ccccc2
7390,-1.16,CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O
8804,-0.9,O=C(NC(=O)C)N
2853,-2.8821848864,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC
9842,-4.114,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 
7182,-1.0657,NC(Cc1ccccc1)C(O)=O
2938,-3.2913006621,S=C(SN1CCOCC1)N2CCOCC2
6424,-2.8665,CC(C)(C)NC(=O)COC(=O)c1ccccc1
7290,-3.67,CCCCCC(O)/C=C/C1C(O)CC(=O)C1CCCCCCC(O)=O
2813,-2.6879470025,[Na+].CCC(=O)Nc1cccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c1
7912,-0.6,CC(=O)N1C=C(F)C(=O)NC1=O
5295,0.055,COC(OC)\C=C/C(OC)OC
8284,-5.0,CN1C(=O)N(C)C2=C([NH]C(=N2)C3=CC=CC=C3)C1=O
8064,-2.81,CCC(=O)[N]1N=CC2=C1N=CNC2=O
135,-1.8254561435,CCCCC(CC)C(=O)O[Co]OB(O[Co])O[Co](OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC
8949,-2.67,CC1=CS(=O)(=O)C2=C1C=CC=C2
7204,-1.46,CCNC(=S)NCC
8841,-3.13,O(c(ccc(c1)C=CC)c1)C
5264,-0.4198,CCC(O)\C=C\C
4583,-1.2019,CC1=CC(=O)c2ccccc2N1
2363,-1.630817582,CCC(C)CC(=O)CC
3799,-2.9384,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
8309,-7.88,ClC1=CC=C(Cl)C(=C1Cl)OC2=C(Cl)C=C(Cl)C(=C2)Cl
3132,0.8846472262999999,CC(C)(C)OO
